Name,Rank,Price,24h Change,"""Market Cap""",Volume,Circ_Supply,Category
AGB,3339,0.00000000000000 USD,+6.51%,100.93 K USD,433 USD,819.2 T,Memes
VP,3340,0.015140 USD,−3.55%,100.51 K USD,6.91 K USD,6.64 M,—
1ART,3341,0.00069999 USD,+1.17%,100.39 K USD,1.39 K USD,143.42 M,"NFTs & Collectibles, Payments"
SOLS,3342,0.0047799 USD,−10.13%,100.36 K USD,1.43 K USD,21 M,—
CHILLAX,3343,0.00010000 USD,−7.32%,100 K USD,97.59 K USD,1 B,Memes
WEAR,3344,0.000083000 USD,0.00%,99.89 K USD,17 USD,1.2 B,Metaverse
HAWKTUAH,3345,0.00011700 USD,+9.37%,100.47 K USD,154.06 K USD,858.72 M,Memes
AIDOGEXLM,3346,0.0000044000 USD,+2.82%,98.12 K USD,85 USD,22.3 B,—
BPT,3347,0.00048999 USD,+16.69%,98 K USD,259.07 K USD,200 M,—
THE,3348,0.00009765 USD,−0.05%,97.65 K USD,54.98 K USD,1 B,—
DOPE,3349,0.00077998 USD,+8.35%,97.5 K USD,1.99 K USD,125 M,—
BTCF,3350,0.088498 USD,+2.21%,97.35 K USD,169.07 K USD,1.1 M,—
AFG,3352,0.0025599 USD,+0.29%,97.28 K USD,25.12 K USD,38 M,"Gaming, Metaverse"
DVA,3353,0.0008750 USD,−19.27%,87.5 K USD,488 USD,100 M,—
TOS,3354,0.00034899 USD,−0.57%,97.02 K USD,732 USD,278 M,—
SKILL,3355,0.11750 USD,+9.12%,96.91 K USD,41.52 K USD,824.73 K,"Gaming, NFTs & Collectibles"
BP,3356,0.0012380 USD,−1.90%,96.82 K USD,1.6 K USD,78.2 M,"Gaming, NFTs & Collectibles"
ELONMARS,3357,0.00000e-12 USD,+16.88%,96.35 K USD,824 USD,"420,000 T",Memes
RVC,3358,0.0000064000 USD,−2.06%,95.35 K USD,351 USD,14.9 B,—
REAL,3360,0.018920 USD,+1.28%,94.6 K USD,56.15 K USD,5 M,Metaverse
BTL,3362,0.00018720 USD,+4.55%,92.72 K USD,2.66 K USD,495.31 M,—
OJA,3363,0.0010170 USD,0.00%,92.28 K USD,2 USD,90.74 M,Data management & AI
AAI,3364,0.0027699 USD,−14.39%,92.1 K USD,2.48 K USD,33.25 M,—
NFTD,3366,0.0028099 USD,+6.84%,92 K USD,1.05 K USD,32.74 M,—
ROSX,3367,0.00084298 USD,−2.86%,90.59 K USD,24.07 K USD,107.46 M,"Decentralized exchange, Data management & AI"
SUICY,3368,0.000091100 USD,+3.54%,91.1 K USD,10.96 K USD,1 B,—
CHAMP,3369,0.00060299 USD,−2.56%,90.57 K USD,1.31 K USD,150.2 M,Gaming
MSTR,3371,0.0013650 USD,+9.66%,90.44 K USD,11.97 K USD,66.26 M,"Gaming, NFTs & Collectibles"
TARI,3372,0.060289 USD,+8.85%,90.43 K USD,5.15 K USD,1.5 M,—
ZZZ,3373,0.0059999 USD,−10.43%,90 K USD,49.8 K USD,15 M,—
MAGAPEPE,3374,0.0000e-12 USD,−5.15%,89.94 K USD,703 USD,"42,069 T",Memes
NBS,3375,0.000034470 USD,−17.52%,89.88 K USD,34.68 K USD,2.61 B,—
GINOA,3376,0.035099 USD,+3.86%,89.5 K USD,5.35 K USD,2.55 M,—
TESLAI,3377,0.00000e-13 USD,−10.22%,89.08 K USD,170 USD,"4,200,000 T",Memes
PBR,3378,0.0011690 USD,−15.64%,87.61 K USD,60.1 K USD,74.94 M,"Decentralized exchange, Data management & AI, Web3"
ARS,3379,0.00052699 USD,−1.75%,87.58 K USD,482 USD,166.19 M,—
XPNET,3380,0.00066129 USD,+0.63%,87.2 K USD,527 USD,131.87 M,NFTs & Collectibles
EGON,3381,0.0044299 USD,+47.21%,103.42 K USD,2.23 K USD,23.34 M,—
VALUE,3383,0.013930 USD,+0.09%,86.65 K USD,69 USD,6.22 M,—
MSU,3384,0.00074249 USD,−8.33%,86.34 K USD,3.32 K USD,116.28 M,"Gaming, NFTs & Collectibles"
PAYS,3385,0.0027249 USD,−15.65%,87.16 K USD,6.79 K USD,31.99 M,Payments
KOAI,3386,0.0010420 USD,−0.03%,85.67 K USD,12.73 K USD,82.22 M,—
ORION,3387,0.00090024 USD,+0.10%,85.52 K USD,196 USD,95 M,—
SUPER,3388,0.0089432 USD,+0.40%,85.46 K USD,9 USD,9.56 M,—
UNN,3389,0.00013887 USD,+6.01%,85.41 K USD,—,615.06 M,Insurance
DERP,3390,0.00000000000000 USD,+4.21%,74.97 K USD,2.43 K USD,86.17 T,Memes
OBX,3391,0.000032830 USD,−2.97%,85.17 K USD,15.78 K USD,2.59 B,—
GEMAI,3392,0.00049099 USD,−0.39%,84.09 K USD,1.19 K USD,171.28 M,"Data management & AI, Analytics"
KPN,3393,0.0026159 USD,−0.85%,84.09 K USD,4.05 K USD,32.15 M,—
SOLX,3394,0.00019799 USD,+5.21%,83.24 K USD,35.73 K USD,420.41 M,—
FLASH,3395,0.00010090 USD,−4.25%,83.24 K USD,39.7 K USD,825 M,—
MSB,3396,0.00041839 USD,+4.81%,83.27 K USD,188 USD,199.02 M,"Data management & AI, Enterprise solutions, Health"
SOH,3397,0.0054499 USD,−3.18%,81.46 K USD,15.1 K USD,14.95 M,—
KINE,3398,0.0040659 USD,+0.02%,82.18 K USD,19.07 K USD,20.21 M,—
NRV,3399,0.0017726 USD,+0.16%,81.96 K USD,503 USD,46.24 M,Decentralized exchange
ENNO,3400,0.015329 USD,+15.33%,81.49 K USD,—,5.32 M,—
MEGALAND,3401,0.000081300 USD,+0.14%,81.3 K USD,26.25 K USD,1 B,Metaverse
MTMS,3402,0.00034719 USD,−0.01%,81.03 K USD,13.67 K USD,233.4 M,—
APES,3403,0.000081000 USD,−3.30%,81 K USD,161.35 K USD,999.99 M,—
BAC,3404,0.0014800 USD,−3.81%,80.77 K USD,636 USD,54.58 M,"Stablecoins, Algorithmic Stablecoins, Seigniorage"
PCH,3405,0.00061699 USD,+37.75%,77.43 K USD,104.08 K USD,125.5 M,Marketplace
EGAME,3406,0.0000094300 USD,+2.86%,80.19 K USD,63 USD,8.5 B,—
MOVEZ,3407,0.000021500 USD,+5.58%,79.93 K USD,48.8 K USD,3.72 B,Move to earn
IDV,3408,0.000086100 USD,+6.58%,79.58 K USD,6 USD,924.28 M,—
ALA,3409,0.059199 USD,+2.80%,79.36 K USD,23.82 K USD,1.34 M,Fan Tokens
CHATAI,3410,0.00063429 USD,−8.80%,79.29 K USD,3.64 K USD,125 M,—
CRH,3411,0.00043389 USD,+0.28%,80.49 K USD,39.6 K USD,185.5 M,—
AXIS,3412,0.037999 USD,−2.29%,79.21 K USD,3 USD,2.08 M,—
WZRD,3413,0.00062199 USD,0.00%,79.2 K USD,50 USD,127.33 M,"Gaming, NFTs & Collectibles, Interoperability, Metaverse"
CVTX,3414,0.00037999 USD,−5.11%,78.91 K USD,2.44 K USD,207.65 M,—
BORING,3415,0.00017100 USD,−0.21%,78.63 K USD,9.78 K USD,459.84 M,—
LAND,3416,0.0012290 USD,−0.82%,78.66 K USD,5.49 K USD,64 M,"Gaming, Web3"
QWAN,3417,0.0018000 USD,0.00%,78.36 K USD,—,43.53 M,"Gaming, DAO"
CRDC,3418,0.000064870 USD,−4.18%,77.84 K USD,51.98 K USD,1.2 B,—
FXF,3419,0.00086158 USD,−36.85%,77.9 K USD,4.91 K USD,90.41 M,—
ABI,3420,0.000077800 USD,−6.24%,77.8 K USD,3.37 K USD,999.99 M,Memes
BIRD,3421,0.81898 USD,+7.93%,77.76 K USD,976 USD,94.94 K,"Oracles, Data management & AI, Analytics"
FOREX,3422,0.00068099 USD,−7.70%,77.75 K USD,12 USD,114.17 M,—
ANEX,3423,0.15550 USD,+0.98%,77.75 K USD,213 USD,500 K,—
BCP,3424,0.0036999 USD,+2.80%,77.7 K USD,1.22 K USD,21 M,Memes
EARL,3425,0.000075900 USD,−9.95%,75.89 K USD,1.43 K USD,999.88 M,Memes
DFA,3426,0.00030063 USD,+7.87%,77.42 K USD,—,257.53 M,NFTs & Collectibles
YIDO,3427,0.018800 USD,−16.50%,77.27 K USD,408 USD,4.11 M,—
PUNCH,3428,0.000088800 USD,−1.64%,77.09 K USD,116.64 K USD,868.12 M,Memes
JWIF,3429,0.00070029 USD,+0.03%,77.03 K USD,94.95 K USD,110 M,—
COLLE,3430,0.00076998 USD,+2.69%,77 K USD,274.95 K USD,100 M,—
VATR,3431,0.00051989 USD,−0.38%,76.94 K USD,11.69 K USD,148 M,Memes
2MOON,3432,0.0000021900 USD,+1.32%,76.11 K USD,49.11 K USD,34.8 B,—
BLANK,3433,0.0039199 USD,+2.08%,76.03 K USD,49.16 K USD,19.39 M,"Privacy, Payments"
L1,3434,0.050554 USD,−2.33%,76.29 K USD,51.09 K USD,1.51 M,—
KCAL,3436,0.019380 USD,+0.75%,75.58 K USD,31.89 K USD,3.9 M,—
SWRV,3437,0.0040959 USD,−11.77%,75.48 K USD,377 USD,18.43 M,"Decentralized exchange, DAO"
BXC,3438,0.000018880 USD,+2.79%,75.52 K USD,39.63 K USD,4 B,Gambling
QUEEN,3439,0.000071200 USD,−5.62%,71.2 K USD,—,1 B,—
PCNT,3440,0.0020491 USD,0.00%,75.09 K USD,—,36.65 M,"NFTs & Collectibles, Social, media & Content"
SPARTA,3441,0.014110 USD,−0.61%,74.78 K USD,559 USD,5.3 M,Decentralized exchange
COOK,3442,0.000085590 USD,+8.27%,74.77 K USD,30.13 K USD,873.63 M,Asset management
MLXC,3443,0.0000021900 USD,+6.59%,83.5 K USD,13.7 K USD,38.09 B,—
GENS,3444,0.000090010 USD,−17.52%,74.12 K USD,102.6 K USD,823.47 M,—
KLO,3445,0.00038999 USD,−14.08%,74.09 K USD,4.76 K USD,189.97 M,"NFTs & Collectibles, Metaverse"
DOGE,3446,0.00000e-12 USD,−2.61%,74 K USD,1 K USD,"100,000 T",—
IUS,3447,0.00000080000 USD,+5.59%,73.97 K USD,2.78 K USD,92.23 B,—
TUA,3448,0.00012270 USD,−4.44%,73.62 K USD,4.05 K USD,600 M,—
CYBONK,3449,0.00000073000 USD,+1.00%,73.12 K USD,12 USD,100 B,Memes
IONX,3450,0.0019200 USD,+3.36%,72.88 K USD,73.23 K USD,37.96 M,—
SNK,3451,0.0027089 USD,+81.60%,70.5 K USD,23.2 K USD,26.03 M,"Gaming, NFTs & Collectibles"
ATS,3452,0.0011920 USD,−5.60%,72.86 K USD,—,61.12 M,—
SRT,3453,0.0000040000 USD,−6.73%,60 K USD,93 USD,15 B,—
POKEMON,3454,0.00000e-12 USD,−3.09%,71.82 K USD,34 USD,"420,000 T",—
TRAXX,3455,0.0015834 USD,−1.07%,71.01 K USD,149.72 K USD,44.85 M,"NFTs & Collectibles, Social, media & Content"
TWIF,3456,0.00035619 USD,−3.89%,71.24 K USD,11.67 K USD,200 M,Memes
APN,3457,0.00075448 USD,+0.96%,70.54 K USD,55.57 K USD,93.5 M,—
FINE,3458,0.00000000000000 USD,+2.10%,66.24 K USD,—,69 T,—
WELD,3459,0.00089998 USD,−6.25%,70.15 K USD,262 USD,77.94 M,—
SNOW,3460,0.14130 USD,+9.05%,70.03 K USD,87 USD,495.6 K,—
GSTS,3461,0.0022420 USD,+0.74%,70.15 K USD,25.04 K USD,31.29 M,Gaming
SHARE,3462,0.0033209 USD,0.00%,69.74 K USD,4 USD,21 M,"Algorithmic Stablecoins, Seigniorage"
CELT,3464,0.000023360 USD,−29.37%,69.49 K USD,69.95 K USD,2.97 B,—
YFDAI,3465,17.270 USD,+11.84%,68.84 K USD,1.97 K USD,3.99 K,"Data management & AI, DAO"
SUNNY,3466,0.000022850 USD,+23.57%,60.27 K USD,827 USD,2.64 B,—
SAKE,3467,0.00066749 USD,−8.77%,67.99 K USD,639 USD,101.86 M,"Decentralized exchange, Derivatives"
XNO,3468,0.000057000 USD,−3.37%,67.46 K USD,42.57 K USD,1.18 B,"Cryptocurrencies, Payments"
DFY,3469,0.00016586 USD,0.00%,67.41 K USD,206 USD,406.42 M,—
ZKID,3470,0.0010140 USD,+0.02%,66.92 K USD,80 USD,66 M,—
DHV,3471,0.016610 USD,−1.83%,66.76 K USD,38 USD,4.02 M,—
KMON,3472,0.00035239 USD,+6.00%,66.9 K USD,29.3 K USD,189.84 M,"Gaming, NFTs & Collectibles"
EZ,3473,0.010320 USD,−5.69%,65.78 K USD,541 USD,6.37 M,"Lending & Borrowing, DAO"
CR,3474,0.0000081100 USD,+2.45%,65.23 K USD,—,8.05 B,Memes
CNS,3475,0.00000065000 USD,+0.08%,64.16 K USD,143.18 K USD,99.2 B,NFTs & Collectibles
ORB,3476,0.00018580 USD,+4.00%,64.27 K USD,122 USD,345.91 M,"Gaming, NFTs & Collectibles, Metaverse"
ORT,3478,0.00078998 USD,+12.88%,63.9 K USD,23 USD,80.89 M,—
GOLC,3479,0.0077798 USD,−8.99%,63.74 K USD,2.35 K USD,8.19 M,—
ALTB,3480,0.000067710 USD,+2.53%,63.31 K USD,913 USD,935 M,—
ANDY,3481,0.0000062800 USD,−3.08%,62.81 K USD,—,10 B,—
CHATGPT,3482,0.00000072000 USD,+8.18%,62.99 K USD,544 USD,88 B,Memes
GROOVE,3483,0.00013970 USD,+27.58%,62.87 K USD,3.56 K USD,450 M,—
ORBK,3484,0.00024720 USD,−5.36%,62.05 K USD,694 USD,251 M,"Smart contract platforms, Asset management"
SLRS,3485,0.00040799 USD,+12.95%,62.07 K USD,372 USD,152.13 M,Asset management
BFLOKI,3486,0.00000025000 USD,+1.33%,61.77 K USD,50.71 K USD,250 B,Memes
DORKL,3487,0.000061490 USD,−2.49%,61.49 K USD,45.32 K USD,1 B,Memes
CNDY,3488,0.0020220 USD,+2.76%,61.36 K USD,16.85 K USD,30.34 M,Gaming
LEMN,3489,0.00049019 USD,+2.13%,60.99 K USD,1.88 K USD,124.41 M,—
SPOT,3490,0.00044999 USD,+7.00%,60.23 K USD,5.82 K USD,133.85 M,Web3
D2T,3491,0.00020100 USD,+1.54%,60 K USD,104 USD,298.5 M,—
BMAX,3492,0.091298 USD,−0.81%,59.8 K USD,31.15 K USD,655 K,—
FIN,3493,0.00035429 USD,+10.29%,59.52 K USD,132.43 K USD,168 M,Lending & Borrowing
COMBO,3494,0.0014640 USD,−5.89%,59.39 K USD,—,40.57 M,—
HIBS,3495,0.0000065300 USD,−18.36%,65.86 K USD,3.28 K USD,10.09 B,—
BCT,3497,0.0000058700 USD,+0.73%,58.7 K USD,194 USD,10 B,—
REAP,3498,0.000042000 USD,+0.02%,58.59 K USD,259 USD,1.4 B,"Internet of things, Payments"
ARES,3499,0.00025279 USD,−2.00%,58.44 K USD,7.74 K USD,231.18 M,"Smart contract platforms, Oracles"
RAZE,3500,0.00049199 USD,−5.55%,58.39 K USD,2.83 K USD,118.69 M,"Privacy, Data management & AI, Web3"
MAT,3501,0.00061999 USD,+6.19%,58.23 K USD,253 USD,93.92 M,Gaming
CTT,3502,0.073199 USD,+8.45%,55.22 K USD,4.02 K USD,754.41 K,"Gaming, NFTs & Collectibles"
TIP,3503,0.00037499 USD,+6.25%,57.52 K USD,315 USD,153.4 M,—
USHARK,3504,0.000057000 USD,+67.68%,57 K USD,65.61 K USD,1 B,—
FINE,3505,0.0013860 USD,+1.26%,56.91 K USD,157.79 K USD,41.06 M,"Gaming, NFTs & Collectibles"
DIGI,3506,0.022670 USD,+3.92%,56.67 K USD,59 USD,2.5 M,—
PLSPAD,3507,0.00034199 USD,−0.56%,56.67 K USD,510 USD,165.72 M,—
AKITAX,3508,0.0000077200 USD,−6.06%,56.41 K USD,—,7.31 B,—
DKS,3509,0.000052330 USD,+1.12%,56.16 K USD,55.19 K USD,1.07 B,"Gaming, Data management & AI"
WNZ,3510,0.000064390 USD,0.00%,56.02 K USD,—,870 M,—
KERMIT,3511,0.000055910 USD,−8.09%,55.91 K USD,3.18 K USD,1 B,Memes
AXL,3512,0.0000063000 USD,+0.02%,55.77 K USD,—,8.85 B,Memes
ROCKI,3514,0.0069219 USD,+16.97%,55.77 K USD,63.43 K USD,8.06 M,"Gaming, NFTs & Collectibles, Social, media & Content"
FAST,3515,0.0027639 USD,+0.74%,55.28 K USD,45.33 K USD,20 M,—
ARIX,3517,0.0055389 USD,+17.13%,54.93 K USD,167.11 K USD,9.92 M,—
ZLK,3518,0.0034099 USD,0.00%,54.68 K USD,20 USD,16.04 M,—
PSUB,3519,0.000019500 USD,−1.48%,54.59 K USD,281 USD,2.8 B,—
HRT,3520,0.00025799 USD,+6.72%,54.57 K USD,13.95 K USD,211.53 M,—
POLI,3521,0.00034999 USD,0.00%,54 K USD,8 USD,154.29 M,"Gaming, NFTs & Collectibles"
JANET,3522,0.000054000 USD,−5.24%,54 K USD,1.8 K USD,1 B,Memes
TUNE,3523,0.0017250 USD,−5.46%,53.99 K USD,105.72 K USD,31.3 M,"Decentralized exchange, Derivatives, Web3"
GAS,3524,0.00000027000 USD,+1.64%,53.85 K USD,55.97 K USD,199.51 B,—
BXH,3525,0.00013390 USD,−49.48%,64.28 K USD,105.31 K USD,480.08 M,—
LUIS,3526,0.000052500 USD,+5.02%,52.5 K USD,520 USD,1 B,Memes
FST,3527,0.0019600 USD,−4.85%,52.15 K USD,14 USD,26.61 M,—
NEMS,3528,0.0041029 USD,−18.86%,51.81 K USD,7.24 K USD,12.63 M,—
VPR,3529,0.00064449 USD,+0.88%,51.66 K USD,140.6 K USD,80.16 M,Payments
MAF,3530,0.00020280 USD,+24.85%,54.9 K USD,8 K USD,270.71 M,—
KSC,3531,0.000056600 USD,+3.71%,51.22 K USD,99 USD,905 M,—
GOMD,3532,0.0000069100 USD,+6.77%,50.87 K USD,3.64 K USD,7.36 B,—
BISO,3533,0.00040299 USD,−10.29%,50.78 K USD,179.71 K USD,126 M,—
AVACN,3534,0.000012800 USD,+0.81%,50.45 K USD,2.78 M USD,3.94 B,Tap to earn
GVL,3535,0.00079998 USD,−19.98%,57.6 K USD,4.36 K USD,72 M,—
TYBENG,3536,0.000052400 USD,−1.85%,49.9 K USD,2.43 M USD,952.26 M,"Gaming, NFTs & Collectibles"
RGAME,3537,0.00021000 USD,+2.16%,50.4 K USD,170.52 K USD,240 M,—
FAR,3538,0.0049739 USD,−0.58%,49.74 K USD,53.17 K USD,10 M,—
CRE8,3539,0.00063653 USD,+3.32%,49.68 K USD,—,78.05 M,"NFTs & Collectibles, Marketplace"
HOD,3540,0.00010100 USD,+4.15%,49.68 K USD,8.7 K USD,491.86 M,—
DXGM,3541,0.000078100 USD,−0.57%,49.43 K USD,72 USD,632.96 M,—
GAME,3542,0.0025699 USD,+7.82%,49.25 K USD,164.41 K USD,19.17 M,—
VUZZ,3543,0.00048999 USD,+1.89%,49 K USD,71 USD,100 M,Data management & AI
DUCK,3544,0.00030499 USD,+5.99%,48.94 K USD,—,160.45 M,—
DOGE,3545,0.00000012000 USD,−6.40%,48.8 K USD,71 USD,420.69 B,—
MIMIR,3546,0.00103998 USD,+6.27%,48.69 K USD,52 USD,46.82 M,—
AES,3547,0.00019290 USD,+7.39%,48.62 K USD,63 USD,252.06 M,—
WAG,3548,0.00048489 USD,+6.22%,48.49 K USD,334 USD,100 M,—
SCM,3549,0.0000046100 USD,−1.61%,48.36 K USD,73.26 K USD,10.5 B,—
GSTOP,3550,0.000048350 USD,−2.08%,48.35 K USD,79 USD,1 B,—
LAY3R,3551,0.036899 USD,+0.56%,48.2 K USD,55.66 K USD,1.31 M,—
TRUMPEPE,3552,0.00000000000000 USD,−4.44%,47.67 K USD,421 USD,420 T,Memes
NYZO,3553,0.0040019 USD,−0.31%,47.7 K USD,846 USD,11.92 M,—
ASW,3554,0.0000075000 USD,−2.13%,47.68 K USD,2.26 K USD,6.36 B,—
BRT,3555,0.0000094300 USD,+3.08%,47.15 K USD,437 USD,5 B,—
MAGA,3556,0.00000000000000 USD,+8.18%,46.84 K USD,34 USD,202.4 T,Memes
STAR,3557,0.023400 USD,+16.69%,46.8 K USD,48.65 K USD,2 M,—
KING,3558,0.000051990 USD,0.00%,46.41 K USD,42 USD,892.78 M,"Gaming, NFTs & Collectibles"
GDAO,3559,0.015810 USD,+8.16%,46 K USD,31 USD,2.91 M,DAO
GMAT,3560,0.000016830 USD,−0.20%,45.83 K USD,—,2.72 B,—
SWAY,3561,0.0013790 USD,−0.20%,45.54 K USD,31.62 K USD,33.02 M,—
YDF,3562,0.000045500 USD,+1.82%,45.52 K USD,102 USD,1 B,"NFTs & Collectibles, Derivatives"
CTOK,3563,0.00091998 USD,−1.07%,45.95 K USD,25.55 K USD,49.95 M,Gaming
TRACE,3564,0.00045599 USD,−6.56%,45.38 K USD,1.42 K USD,99.52 M,"Data management & AI, Metaverse"
APYS,3565,0.0024830 USD,0.00%,45.17 K USD,20 USD,18.19 M,—
ING,3566,0.0000089700 USD,−0.76%,44.85 K USD,80.72 K USD,5 B,—
BRCST,3567,0.027399 USD,+0.72%,44.7 K USD,221 USD,1.63 M,—
BURP,3568,0.00017890 USD,+3.71%,44.63 K USD,410 USD,249.46 M,—
ALN,3569,0.0011800 USD,0.00%,44.51 K USD,6 USD,37.72 M,—
FBX,3570,0.000023200 USD,−12.53%,46.42 K USD,52.8 K USD,2 B,—
PWAR,3571,0.00051799 USD,0.00%,42.9 K USD,927 USD,82.82 M,"Gaming, NFTs & Collectibles, Metaverse"
BBC,3572,0.000020300 USD,+4.06%,42.63 K USD,87 USD,2.1 B,—
CAF,3573,0.000026500 USD,+2.73%,42.4 K USD,1.11 K USD,1.6 B,—
FRR,3574,0.000012680 USD,−6.22%,42.27 K USD,775 USD,3.33 B,—
MEAN,3575,0.00039991 USD,0.00%,42.13 K USD,64 USD,105.35 M,—
UNDEAD,3576,0.0027899 USD,+1.47%,41.85 K USD,127.82 K USD,15 M,"Gaming, NFTs & Collectibles"
SOFAC,3577,0.00044299 USD,−8.69%,41.91 K USD,269.27 K USD,94.61 M,Memes
ZILLIONXO,3578,0.0074784 USD,+2.32%,41.47 K USD,—,5.55 M,—
FORA,3579,0.00010800 USD,−4.42%,41.32 K USD,8.47 K USD,382.63 M,"Gaming, Metaverse"
HOMER,3580,0.00000e-13 USD,+12.51%,40.53 K USD,511 USD,"420,000 T",Memes
ZEBU,3582,0.000040250 USD,−0.99%,40.25 K USD,53.14 K USD,1 B,Memes
SINGLE,3583,0.00025549 USD,+16.48%,40.11 K USD,7.29 K USD,157 M,—
CBAB,3584,0.0000050000 USD,+25.03%,40 K USD,3.03 K USD,8 B,—
DMCK,3585,0.000073000 USD,+4.91%,40.88 K USD,174.11 K USD,560 M,—
ARGON,3586,0.00039991 USD,−4.03%,39.55 K USD,—,98.89 M,—
LSD,3587,0.0094009 USD,−5.73%,39.48 K USD,23 USD,4.2 M,—
AAAHHM,3588,0.000039220 USD,+0.12%,39.22 K USD,2.19 K USD,1 B,Memes
LITT,3589,0.00013400 USD,−3.24%,39.1 K USD,159 USD,291.83 M,Gaming
FPFT,3590,0.0017450 USD,+11.99%,39.58 K USD,3.11 K USD,22.68 M,"Sports, Fan Tokens"
TTK,3591,0.00080198 USD,−0.25%,38.95 K USD,16 USD,48.57 M,—
NETZ,3592,0.00030499 USD,+25.69%,43.72 K USD,174.24 K USD,143.36 M,Layer 1
PIVN,3594,0.00034492 USD,−2.76%,38.63 K USD,—,112 M,—
SQRL,3595,0.000038400 USD,+9.29%,38.4 K USD,42.5 K USD,999.98 M,Memes
PIE,3596,0.00077983 USD,+0.05%,38.34 K USD,—,49.16 M,—
YLDY,3597,0.000014980 USD,+9.34%,38.31 K USD,122 USD,2.56 B,—
ABC,3598,0.0032959 USD,−0.31%,37.96 K USD,86.68 K USD,11.52 M,—
DEFAI,3599,0.00049059 USD,−0.10%,37.78 K USD,100.18 K USD,77 M,Data management & AI
GOF,3600,0.0037739 USD,−8.02%,37.74 K USD,51 USD,10 M,—
GARD,3601,0.0000037400 USD,+0.18%,37.37 K USD,83 USD,10 B,—
PPAD,3602,0.00042999 USD,0.00%,37.29 K USD,116 USD,86.73 M,—
GAN,3604,0.000045290 USD,+2.93%,36.74 K USD,101 USD,811.14 M,—
BABYSORA,3605,0.00000e-13 USD,+11.08%,36.67 K USD,1.11 K USD,"420,000 T",Memes
TCGC,3606,0.026199 USD,−10.40%,37.12 K USD,633 USD,1.42 M,—
HALO,3607,0.0039299 USD,+19.84%,32.28 K USD,130.99 K USD,8.21 M,—
PANDO,3609,0.000043900 USD,−9.13%,36.14 K USD,4.33 K USD,823.15 M,—
BIOP,3610,0.0079298 USD,−5.24%,35.17 K USD,34 USD,4.44 M,—
ZAM,3611,0.000074000 USD,+4.10%,35.05 K USD,1.14 K USD,473.6 M,—
CTT,3612,0.00017430 USD,−6.07%,34.86 K USD,63.06 K USD,200 M,—
MSI,3613,0.000000010000 USD,+11.34%,34.74 K USD,24.88 K USD,2.94 T,Memes
GEEK,3614,0.00028684 USD,−2.78%,34.42 K USD,11.23 K USD,120 M,Gaming
LUNCH,3615,0.000038710 USD,+28.97%,34.47 K USD,33.94 K USD,890.61 M,—
OGGY,3616,0.00000017000 USD,−13.93%,34.26 K USD,734 USD,201.27 B,Memes
MATCH,3617,0.0000034000 USD,+3.30%,33.97 K USD,7 USD,10 B,—
SPEX,3618,0.00028229 USD,−11.85%,33.87 K USD,614 USD,120 M,—
SSNC,3619,0.00062899 USD,+1.47%,33.65 K USD,719 USD,53.5 M,—
IOI,3620,0.0029099 USD,−11.55%,33.07 K USD,3.37 K USD,11.36 M,NFTs & Collectibles
ALPHR,3621,0.017777 USD,+2.80%,30.74 K USD,13.61 K USD,1.73 M,—
NVX,3622,0.00033649 USD,+5.98%,32.03 K USD,205 USD,95.2 M,Decentralized exchange
BUSY,3623,0.00025349 USD,−30.83%,31.69 K USD,1.77 K USD,125 M,Layer 1
SQUAD,3624,0.00025199 USD,+1.63%,31.57 K USD,76.64 K USD,125.3 M,—
RINO,3625,0.000000000000000 USD,+10.02%,32.39 K USD,7.89 K USD,420.69 T,Memes
TCP,3626,0.00026999 USD,0.00%,31.53 K USD,5 USD,116.78 M,"Gaming, NFTs & Collectibles"
SUIRWA,3627,0.0011200 USD,−11.70%,31.75 K USD,11.36 K USD,28.35 M,—
SALD,3628,0.00041539 USD,+0.36%,31.41 K USD,165.36 K USD,75.61 M,"Gaming, NFTs & Collectibles"
UPI,3629,0.00012070 USD,−10.24%,31.13 K USD,53.56 K USD,257.92 M,Data management & AI
THEOS,3630,0.000065000 USD,+0.02%,31.3 K USD,23 USD,481.5 M,—
SFTY,3631,0.00052999 USD,+3.52%,31.27 K USD,170 USD,59 M,"Gaming, NFTs & Collectibles"
PTS,3632,0.0000022000 USD,+0.02%,31.07 K USD,53 USD,14.13 B,"Social, media & Content, Web3"
